idx,pred,true
152,2295.0537109375,2245.218017578125
153,2288.48583984375,2182.89404296875
154,2203.602783203125,2103.43115234375
155,2148.257568359375,2062.921142578125
156,2104.071533203125,2078.501953125
157,2117.34228515625,2109.6640625
158,2138.06640625,2083.176025390625
159,2124.83349609375,2078.501953125
160,2117.26416015625,2117.4541015625
161,2153.288818359375,2187.569091796875
162,2205.826171875,2143.94189453125
163,2169.708251953125,2165.755126953125
164,2201.657470703125,2134.593017578125
165,2171.328857421875,2173.5458984375
166,2203.916015625,2201.591064453125
167,2250.453369140625,2240.5439453125
168,2275.25537109375,2209.382080078125
169,2257.6669921875,2254.56689453125
170,2283.30517578125,2366.75
171,2384.654052734375,2360.51708984375
172,2395.861572265625,2352.72705078125
173,2394.86376953125,2273.26416015625
174,2319.377685546875,2251.451171875
175,2295.6220703125,2253.009033203125
176,2305.7490234375,2274.822021484375
177,2319.242431640625,2238.986083984375
178,2283.18994140625,2253.009033203125
179,2285.549072265625,2357.401123046875
180,2364.938232421875,2349.611083984375
181,2411.28515625,2358.958984375
182,2391.738525390625,2387.005126953125
183,2422.7978515625,2321.565185546875
184,2366.14697265625,2330.9140625
185,2364.870849609375,2327.797119140625
186,2378.49072265625,2404.14404296875
187,2434.625,2369.865966796875
188,2418.288330078125,2390.12109375
189,2437.606201171875,2338.7041015625
190,2373.783935546875,2383.888916015625
191,2425.02734375,2391.678955078125
192,2433.64111328125,2405.701904296875
193,2448.569580078125,2425.9580078125
194,2471.973388671875,2503.862060546875
195,2530.344482421875,2471.14208984375
196,2511.59228515625,2425.9580078125
197,2467.0,2435.305908203125
198,2490.655029296875,2355.843017578125
199,2402.267822265625,2366.75
200,2422.367431640625,2385.447021484375
201,2419.890625,2305.98388671875
202,2361.8134765625,2363.634033203125
203,2402.49658203125,2365.192138671875
204,2423.69384765625,2477.375
205,2505.80078125,2502.30419921875
206,2539.1279296875,2497.630126953125
207,2537.622802734375,2580.208984375
208,2628.765380859375,2664.345947265625
209,2686.03759765625,2723.55419921875
210,2780.802734375,2732.903076171875
211,2757.262939453125,2790.552001953125
212,2817.29150390625,2736.01904296875
213,2782.12158203125,2824.830078125
214,2869.3212890625,2757.832275390625
215,2791.69580078125,2767.18115234375
216,2812.392333984375,2746.926025390625
217,2773.891357421875,2768.739013671875
218,2805.79931640625,2765.623046875
219,2823.59716796875,2746.926025390625
220,2784.296875,2798.343017578125
221,2853.8583984375,2854.43408203125
222,2882.29541015625,2757.832275390625
223,2802.99560546875,2748.484130859375
224,2776.75830078125,2779.646240234375
225,2820.1904296875,2821.714111328125
226,2874.25341796875,2774.97119140625
227,2815.1005859375,2751.60009765625
228,2797.3212890625,2676.81103515625
229,2688.112548828125,2706.415283203125
230,2746.76220703125,2778.087158203125
231,2808.220703125,2876.248046875
232,2892.7470703125,2937.012939453125
233,2959.2431640625,2938.572021484375
234,2967.234130859375,3056.987060546875
235,3065.748779296875,3016.47607421875
236,3047.5712890625,2969.733154296875
237,3029.46533203125,3038.2900390625
238,3063.444091796875,3069.4521484375
239,3103.303466796875,3075.68408203125
240,3131.03564453125,3123.985107421875
241,3132.923095703125,3058.545166015625
242,3088.29638671875,3044.522216796875
243,3072.861083984375,3007.128173828125
244,3022.9404296875,2946.362060546875
245,2984.4501953125,2915.199951171875
246,2953.964111328125,2915.199951171875
247,2967.734130859375,2905.85107421875
248,2942.029541015625,2885.59619140625
249,2918.298095703125,2941.688232421875
250,2979.44189453125,2919.8740234375
251,2927.628662109375,2961.943115234375
252,2998.579833984375,2952.593994140625
253,2973.64599609375,2860.667236328125
